co,no,no2,o3,so2,pm2_5,pm10,nh3
0.7520506549669752,0.3842669624699575,0.3078637933295449,0.0013618171684794806,0.2304693591142991,0.8793296301211445,0.9493361285814116,0.2784367100913864
0.6426623625784657,0.3099001663893511,0.26292783144643095,0.0011348476403995672,0.21183533447684394,0.7856750146927789,0.8345978503211207,0.24888197550068059
0.5624427339153139,0.2561471621371788,0.23298509419941427,0.0009078781123196537,0.2044285046000312,0.7180313572335869,0.7535522944327976,0.23157690064164885
0.5041026754441664,0.2127934923276021,0.21501945185120425,0.0006809085842397403,0.18953687821612353,0.6630708855479934,0.6851685468037669,0.20454987361462182
0.46034626608058976,0.1920872619707894,0.20601477466451018,0.00045393905615982646,0.18953687821612353,0.6185185887349045,0.630561378989052,0.19949445848726424
0.4457612514628029,0.20036051026067664,0.2210079993006076,0.00022696952807991296,0.24536098549820679,0.6007545452821963,0.6087817377125553,0.2636593427960335
0.5843209385971021,0.3553337030874469,0.25095073654762423,0.0,0.36433806330890384,0.7128177905852467,0.7381118764766563,0.41376628426988143
0.7228806257314014,0.553706784987983,0.26594396118372166,0.0016417462531113738,0.457274286605333,0.8085578326729485,0.8453628830987321,0.5370406377600622
0.7447588304131898,0.553706784987983,0.334834112864449,0.010079968930393488,0.5390612817714019,0.8394600640794739,0.8771255532261821,0.6552595761228855
0.7593438450309766,0.41731373636531705,0.49665603007387327,0.03565943474499974,0.650553563075004,0.8996530608375835,0.934594522644837,0.8423099358351157
0.2926165497107167,0.03249214272508781,0.298902828168029,0.3535226931699825,0.9108061749571185,0.5534911938119704,0.5350737080296829,0.3597122302158274
0.22333602338845904,0.018025513033832503,0.20002622721510682,0.4090772679930093,0.732340558241073,0.46131533546931586,0.44226481647865296,0.2807699786117052
0.20510509649377945,0.01183213163246441,0.1670673602307995,0.43938778752625907,0.658038359582099,0.4324416554495991,0.4126817743169945,0.2784367100913864
0.3874198274814394,0.03249214272508781,0.4427153910040652,0.2853460907020672,0.6728520193357244,0.5718619068383038,0.5729925792818874,0.5714563484347657
0.6864174064318262,0.09914032168607877,0.8202561524675438,0.08016311543418009,0.7026352721035398,0.794907767266385,0.8244983528002396,0.891503013805172
0.5332727046797401,0.15076723978554263,0.23897364164881757,0.0,0.2081709028535787,0.9778565605626863,0.939219992679112,0.2241882169939724
0.5770277485331007,0.20863375855056385,0.40674039428246705,0.028386322311861174,0.3977857476999845,0.8991222249606614,0.8849455924927624,0.4285436515652343
0.5405658947437416,0.13218709558143832,0.4247497486558552,0.08457641181351175,0.47208794635895845,0.8800879670881758,0.8667099264583541,0.5419016138440599
0.48222447076237807,0.07020706230356813,0.3887747519342571,0.18433456317192437,0.5538749415250274,0.8440669611541891,0.8258460616951183,0.5467625899280575
0.20510509649377945,0.013126271029765206,0.1341084932464921,0.3838332127032323,0.5390612817714019,0.5047680436802094,0.47294599181391633,0.2216605094302936
0.15770277485331008,0.008874098724348307,0.09214494907549066,0.3939308348191431,0.449789490098238,0.4044590213661441,0.3773418521846195,0.20202216605094306
